ZONA;BARRIO;CODIGO_CALLE;SIGLAS;CALLE;INICIO;FIN;PARIDAD
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;12;CALLE;ALEJANDRO CASONA                                  ;2;9998;Par  
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;34;CALLE;ARGAÑOSA                                          ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;768;CALLE;BENEDICTO SANTOS LOPEZ                            ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;57;CALLE;BERNARDO CASIELLES                                ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;76;PSAJE;CAMPILLO Y COSSIO                                 ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;90;CALLE;CARREÑO DE MIRANDA                                ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;112;AVDA ;COLON DE                                          ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;143;PSAJE;DOCTOR FRANCISCO GARCIA DIAZ                      ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;519;CALLE;DON VICTOR QUINTANAR                              ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;159;CALLE;FACETOS                                           ;1;30;Ambos
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;177;CALLE;FRANCISCO BANCES CANDAMO                          ;2;12;Par  
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;177;CALLE;FRANCISCO BANCES CANDAMO                          ;1;11;Impar
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;182;CALLE;FRATERNIDAD                                       ;1;34;Ambos
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;186;CALLE;FUENTE LA PLATA                                   ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;190;AVDA ;GALICIA DE                                        ;38;9998;Par  
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;116;CALLE;GLORIA FUERTES                                    ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;4165;CALLE;ISIDRO LANGARA                                    ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;225;CALLE;JACINTO BENAVENTE                                 ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;568;CALLE;JOAQUIN MANZANARES                                ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;235;CALLE;JOSE ECHEGARAY                                    ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;237;CALLE;JOSE RAMON ZARAGOZA                               ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;245;CALLE;JUAN RAMON JIMENEZ                                ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;250;CALLE;JULIO GONZALEZ POLA                               ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;254;CALLE;LEON Y ESCOSURA                                   ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;257;PLAZA;LIBERTAD DE LA                                    ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;286;CALLE;LOLA MATEOS                                       ;2;14;Par  
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;286;CALLE;LOLA MATEOS                                       ;1;31;Impar
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;632;CALLE;LUIS FERNANDEZ CASTAÑON                           ;0;9998;Par  
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;277;CALLE;MANUEL CUETO GUISASOLA                            ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;285;CALLE;MARCELINO SUAREZ                                  ;1;9999;Impar
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;358;PLAZA;PEDRO MIÑOR                                       ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;376;CALLE;PIO XII                                           ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;139;CALLE;REAL OVIEDO                                       ;2;9998;Par  
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;415;CALLE;REGENTA LA                                        ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;492;CALLE;SAMUEL SANCHEZ                                    ;1;9999;Impar
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;484;CALLE;SILLA DEL REY                                     ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;184;CALLE;"TOMAS CRESPO ""FRIGILIS""                           ";0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;508;AVDA ;VALENTIN MASIP                                    ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;ARGAÑOSA                                          ;776;CALLE;VIRGILIO PALACIO                                  ;2;2;Par  
ARGAÑOSA-LA ERIA                                  ;LA ERIA                                           ;12;CALLE;ALEJANDRO CASONA                                  ;1;9999;Impar
ARGAÑOSA-LA ERIA                                  ;LA ERIA                                           ;777;CALLE;ANITA FRATARCANGELI                               ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;LA ERIA                                           ;65;LUGAR;BUENAVISTA LA ERIA                                ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;LA ERIA                                           ;4013;PLAZA;DOLORES MEDIO                                     ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;LA ERIA                                           ;159;CALLE;FACETOS                                           ;31;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;LA ERIA                                           ;177;CALLE;FRANCISCO BANCES CANDAMO                          ;13;29;Impar
ARGAÑOSA-LA ERIA                                  ;LA ERIA                                           ;182;CALLE;FRATERNIDAD                                       ;35;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;LA ERIA                                           ;236;CALLE;JOSE MALDONADO                                    ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;LA ERIA                                           ;239;CALLE;JOSE TARTIERE                                     ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;LA ERIA                                           ;286;CALLE;LOLA MATEOS                                       ;16;22;Par  
ARGAÑOSA-LA ERIA                                  ;LA ERIA                                           ;286;CALLE;LOLA MATEOS                                       ;33;39;Impar
ARGAÑOSA-LA ERIA                                  ;LA ERIA                                           ;632;CALLE;LUIS FERNANDEZ CASTAÑON                           ;1;9999;Impar
ARGAÑOSA-LA ERIA                                  ;LA ERIA                                           ;762;CALLE;RICARDO VAZQUEZ PRADA                             ;0;9999;Ambos
ARGAÑOSA-LA ERIA                                  ;LA ERIA                                           ;776;CALLE;VIRGILIO PALACIO                                  ;4;9998;Par  
CENTRO                                            ;ANTIGUO                                           ;5;CALLE;ADOLFO ALVAREZ FOLGUERAS                          ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;4048;PLAZA;ADOLFO BARTHE AZA                                 ;1;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;6;CALLE;ADOLFO POSADA                                     ;1;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;7;CALLE;AGUILA                                            ;1;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;15;PLAZA;ALFONSO II EL CASTO                               ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;20;CALLE;ALTAMIRANO                                        ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;32;CALLE;ARCO DE LOS ZAPATOS                               ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;80;CALLE;CAMPOMANES                                        ;2;18;Par  
CENTRO                                            ;ANTIGUO                                           ;82;CALLE;CANONIGA                                          ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;89;CALLE;CARPIO                                            ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;91;CALLE;CARTA PUEBLA                                      ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;108;CALLE;CIMADEVILLA                                       ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;121;PLAZA;CONSTITUCION DE LA                                ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;334;PLAZA;CORRADA DEL OBISPO                                ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;135;PLAZA;DAOIZ Y VELARDE                                   ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;146;CALLE;ECCE HOMO                                         ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;151;PLAZA;ESCANDALERA DE LA                                 ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;157;CALLE;EUSEBIO GONZALEZ ABASCAL                          ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;162;PLAZA;FEIJOO DE                                         ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;173;CALLE;FIERRO                                            ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;176;CALLE;FONTAN                                            ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;185;CALLE;FRUELA                                            ;2;9998;Par  
CENTRO                                            ;ANTIGUO                                           ;188;CALLE;FUERO EL                                          ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;215;CLLJA;HUEVOS DE LOS                                     ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;217;CALLE;ILDEFONSO MARTINEZ                                ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;228;CALLE;JESUS                                             ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;240;CALLE;JOVELLANOS                                        ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;242;CALLE;JUAN BOTAS ROLDAN                                 ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;554;PASEO;JUAN MIGUEL DE LA GUARDIA                         ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;247;PLAZA;JUAN XXIII DE                                     ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;274;CALLE;MAGDALENA                                         ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;290;CALLE;MARQUES DE GASTAÑAGA                              ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;297;CALLE;MARTINEZ MARINA                                   ;2;9998;Par  
CENTRO                                            ;ANTIGUO                                           ;303;CALLE;MAXIMO Y FROMESTANO                               ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;307;CALLE;MENDIZABAL                                        ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;313;CALLE;MON                                               ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;340;CALLE;OSCURA                                            ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;347;CALLE;PADRE SUAREZ                                      ;2;22;Par  
CENTRO                                            ;ANTIGUO                                           ;599;PLAZA;PARAGUAS                                          ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;353;CALLE;PARAISO                                           ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;369;CALLE;PESO                                              ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;388;PLAZA;PORLIER                                           ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;390;CALLE;POSTIGO ALTO                                      ;2;6;Par  
CENTRO                                            ;ANTIGUO                                           ;392;CALLE;POZOS LOS                                         ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;403;CALLE;QUINTANA                                          ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;410;CALLE;RAMON Y CAJAL                                     ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;419;PLAZA;RIEGO DE                                          ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;442;CALLE;ROSAL                                             ;1;31;Impar
CENTRO                                            ;ANTIGUO                                           ;444;CALLE;RUA                                               ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;448;CALLE;SAN ANTONIO                                       ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;449;CALLE;SAN BENITO                                        ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;452;CALLE;SAN FRANCISCO                                     ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;454;CALLE;SAN ISIDORO                                       ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;455;CALLE;SAN JOSE                                          ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;456;CALLE;SAN JUAN                                          ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;465;CALLE;SAN VICENTE                                       ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;466;CALLE;SANTA ANA                                         ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;621;TRANS;SANTA BARBARA DE                                  ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;474;CALLE;SANZ Y FORES                                      ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;478;CALLE;SCHULTZ                                           ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;485;PLAZA;SOL DEL                                           ;0;9999;Ambos
CENTRO                                            ;ANTIGUO                                           ;501;PLAZA;TRASCORRALES                                      ;0;9999;Ambos
CENTRO                                            ;CENTRO-ESTE                                       ;4;CALLE;ADELANTADO DE LA FLORIDA                          ;1;9999;Impar
CENTRO                                            ;CENTRO-ESTE                                       ;611;PASEO;ANTONIO GARCIA OLIVEROS                           ;0;9999;Ambos
CENTRO                                            ;CENTRO-ESTE                                       ;41;CALLE;ARZOBISPO GUISASOLA                               ;1;9999;Impar
CENTRO                                            ;CENTRO-ESTE                                       ;49;CALLE;AZCARRAGA                                         ;0;9998;Par  
CENTRO                                            ;CENTRO-ESTE                                       ;77;PLAZA;CAMPO DE LA VEGA                                  ;1;5;Ambos
CENTRO                                            ;CENTRO-ESTE                                       ;78;CALLE;CAMPO DE LOS PATOS                                ;1;9999;Impar
CENTRO                                            ;CENTRO-ESTE                                       ;88;CALLE;CARLOS ASENSIO BRETONES                           ;0;9999;Ambos
CENTRO                                            ;CENTRO-ESTE                                       ;786;PQUE ;CORSINO SUAREZ MIRANDA                            ;0;9999;Ambos
CENTRO                                            ;CENTRO-ESTE                                       ;83;CALLE;FERNANDO ALONSO                                   ;0;9999;Ambos
CENTRO                                            ;CENTRO-ESTE                                       ;187;CALLE;FUENTE DEL PRADO                                  ;0;9999;Ambos
CENTRO                                            ;CENTRO-ESTE                                       ;204;CALLE;GOYA                                              ;0;9999;Ambos
CENTRO                                            ;CENTRO-ESTE                                       ;4011;CALLE;JOSE LOPEZ-MUÑIZ                                  ;0;9999;Ambos
CENTRO                                            ;CENTRO-ESTE                                       ;244;CALLE;JUAN ESCALANTE DE MENDOZA                         ;0;9999;Ambos
CENTRO                                            ;CENTRO-ESTE                                       ;267;CALLE;LUIS MUÑIZ                                        ;0;9999;Ambos
CENTRO                                            ;CENTRO-ESTE                                       ;328;CALLE;NARCISO HERNANDEZ VAQUERO                         ;0;9999;Ambos
CENTRO                                            ;CENTRO-ESTE                                       ;347;CALLE;PADRE SUAREZ                                      ;24;9998;Par  
CENTRO                                            ;CENTRO-ESTE                                       ;347;CALLE;PADRE SUAREZ                                      ;1;9999;Impar
CENTRO                                            ;CENTRO-ESTE                                       ;390;CALLE;POSTIGO ALTO                                      ;8;9998;Par  
CENTRO                                            ;CENTRO-ESTE                                       ;390;CALLE;POSTIGO ALTO                                      ;1;9999;Impar
CENTRO                                            ;CENTRO-ESTE                                       ;391;CALLE;POSTIGO BAJO                                      ;0;9999;Ambos
CENTRO                                            ;CENTRO-ESTE                                       ;416;CALLE;REGLA LA                                          ;0;9999;Ambos
CENTRO                                            ;CENTRO-ESTE                                       ;460;CALLE;SAN MATEO                                         ;1;3;Impar
CENTRO                                            ;CENTRO-ESTE                                       ;51;CALLE;SAN MELCHOR GARCIA SAMPEDRO                       ;2;40;Par  
CENTRO                                            ;CENTRO-ESTE                                       ;51;CALLE;SAN MELCHOR GARCIA SAMPEDRO                       ;1;23;Impar
CENTRO                                            ;CENTRO-ESTE                                       ;463;CALLE;SAN PEDRO DE MESTALLON                            ;0;9999;Ambos
CENTRO                                            ;CENTRO-ESTE                                       ;472;PLAZA;SANTO DOMINGO                                     ;0;9999;Ambos
CENTRO                                            ;CENTRO-ESTE                                       ;516;CALLE;VICENTE ALEIXANDRE                                ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;16;CALLE;ALFONSO III EL MAGNO                              ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;19;CALLE;ALONSO DE QUINTANILLA                             ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;4067;PLAZA;ANA GARCIA                                        ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;35;CALLE;ARGÜELLES                                         ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;37;CALLE;ARMANDO OJANGUREN                                 ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;48;CALLE;AVELLANOS LOS                                     ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;49;CALLE;AZCARRAGA                                         ;1;9999;Impar
CENTRO                                            ;CENTRO-NORTE                                      ;77;PLAZA;CAMPO DE LA VEGA                                  ;7;11;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;79;CALLE;CAMPOAMOR                                         ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;84;PLAZA;CARBAYON DEL                                      ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;673;CALLE;CARLOS BOUSOÑO                                    ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;101;CALLE;CAVEDA                                            ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;107;CLLJA;CIEGA DE LA                                       ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;4005;PLAZA;CONCHA HERES                                      ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;129;CALLE;COVADONGA                                         ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;694;GTA  ;CRUZ ROJA DE LA                                   ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;142;CALLE;DOCTOR CASAL                                      ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;4050;PLAZA;FAMILIA TOYOS                                     ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;4051;PLAZA;FERNANDO RUBIO BARDON                             ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;174;CALLE;FONCALADA                                         ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;175;PLAZA;FONCALADA                                         ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;183;CALLE;FRAY CEFERINO                                     ;2;32;Par  
CENTRO                                            ;CENTRO-NORTE                                      ;183;CALLE;FRAY CEFERINO                                     ;1;31;Impar
CENTRO                                            ;CENTRO-NORTE                                      ;192;CALLE;GASCONA                                           ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;193;CALLE;GENERAL ELORZA                                    ;1;9999;Impar
CENTRO                                            ;CENTRO-NORTE                                      ;195;PLAZA;GENERAL PRIMO DE RIVERA                           ;5;8;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;214;CALLE;HUERTAS LAS                                       ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;218;CALLE;INDALECIO PRIETO TUERO                            ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;4021;CALLE;JAVIER GROSSI                                     ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;258;CALLE;LILA                                              ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;261;PLAZA;LONGORIA CARBAJAL                                 ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;269;CALLE;LUNA LA                                           ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;10;CALLE;MANUEL GARCIA CONDE                               ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;281;CALLE;MANUEL PEDREGAL                                   ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;298;CALLE;MARTINEZ VIGIL                                    ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;306;CALLE;MELQUIADES ALVAREZ                                ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;312;CALLE;MILICIAS NACIONALES                               ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;767;PLAZA;NOCEDA LA                                         ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;333;CALLE;NUEVE DE MAYO                                     ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;349;CALLE;PALACIO VALDES                                    ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;359;CALLE;PELAYO                                            ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;377;PSAJE;PLACIDO ALVAREZ BUYLLA                            ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;389;CALLE;POSADA HERRERA                                    ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;137;CALLE;PROGRESO                                          ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;436;CALLE;RIO SAN PEDRO                                     ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;450;CALLE;SAN BERNABE                                       ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;467;CALLE;SANTA CLARA                                       ;0;9999;Ambos
CENTRO                                            ;CENTRO-NORTE                                      ;471;AVDA ;SANTANDER DE                                      ;2;16;Par  
CENTRO                                            ;CENTRO-NORTE                                      ;505;CALLE;URIA                                              ;2;9998;Par  
CENTRO                                            ;CENTRO-NORTE                                      ;517;CALLE;VICTOR CHAVARRI                                   ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;8;PASEO;ALAMOS DE LOS                                     ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;610;AVDA ;ALEMANIA DE                                       ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;23;PLAZA;AMERICA DE                                        ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;27;CALLE;ANICETO SELA                                      ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;38;CALLE;ARQUITECTO REGUERA                                ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;44;CALLE;ASTURIAS                                          ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;532;PLAZA;BOCHUM                                            ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;613;PASEO;BOMBE DEL                                         ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;99;CALLE;CATEDRATICO MIGUEL TRAVIESAS                      ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;106;CALLE;CERVANTES                                         ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;13;CALLE;CHARLES DARWIN                                    ;1;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;110;CALLE;CLAUDIO SANCHEZ ALBORNOZ                          ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;114;CALLE;CONCEPCION ARENAL                                 ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;119;CALLE;CONDE DE TORENO                                   ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;120;CALLE;CONSTANTINO CABAL                                 ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;122;CALLE;CONSUL                                            ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;140;CALLE;DOCTOR ALFREDO MARTINEZ                           ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;144;CALLE;DOCTOR FLEMING                                    ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;763;PLAZA;EDUARDO GOTA LOSADA                               ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;154;PLAZA;ESPAÑA DE                                         ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;74;CALLE;FEDERICO GARCIA LORCA                             ;2;9998;Par  
CENTRO                                            ;CENTRO-OESTE                                      ;190;AVDA ;GALICIA DE                                        ;2;36;Par  
CENTRO                                            ;CENTRO-OESTE                                      ;190;AVDA ;GALICIA DE                                        ;1;27;Impar
CENTRO                                            ;CENTRO-OESTE                                      ;194;PLAZA;GENERAL ORDOÑEZ DEL                               ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;197;CALLE;GENERAL ZUVILLAGA                                 ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;201;CALLE;GIL DE JAZ                                        ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;203;CALLE;GONZALEZ DEL VALLE                                ;1;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;211;AVDA ;HERMANOS MENENDEZ PIDAL                           ;2;9998;Par  
CENTRO                                            ;CENTRO-OESTE                                      ;219;CALLE;INDEPENDENCIA                                     ;2;26;Par  
CENTRO                                            ;CENTRO-OESTE                                      ;219;CALLE;INDEPENDENCIA                                     ;1;9999;Impar
CENTRO                                            ;CENTRO-OESTE                                      ;220;CALLE;INGENIERO MARQUINA                                ;1;9999;Impar
CENTRO                                            ;CENTRO-OESTE                                      ;617;AVDA ;ITALIA DE                                         ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;229;CALLE;JESUS ARIAS DE VELASCO                            ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;618;AVDA ;JOSE CUESTA                                       ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;196;CALLE;JUAN BENITO ARGÜELLES                             ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;647;PASEO;JULIO VALLAURE FERNANDEZ-PEÑA                     ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;256;CALLE;LEPANTO                                           ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;270;CALLE;LLAMAQUIQUE                                       ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;291;CALLE;MARQUES DE MOHIAS                                 ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;292;CALLE;MARQUES DE PIDAL                                  ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;294;CALLE;MARQUES DE TEVERGA                                ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;300;CALLE;MATEMATICO PEDRAYES                               ;0;9999;Ambos
CENTRO                                            ;CENTRO-OESTE                                      ;348;CALLE;PADRE VINJOY                                      ;0;9998;Par  
CENTRO                                            ;CENTRO-OESTE                                      ;356;CALLE;PEDRO ANTONIO MENENDEZ                            ;0;9999;Ambos
