ZONA;BARRIO;CODIGO_CALLE;SIGLAS;CALLE;INICIO;FIN;PARIDAD
RURAL-R2                                          ;LILLO                                             ;901;LUGAR;CAMPAS LAS                                        ;0;9998;Ambos
RURAL-R2                                          ;LILLO                                             ;902;LUGAR;CARBAYON EL                                       ;0;9998;Ambos
RURAL-R2                                          ;LILLO                                             ;903;LUGAR;CONTRIZ LA                                        ;0;9998;Ambos
RURAL-R2                                          ;LILLO                                             ;908;CALLE;ENRIQUE DE OSSO                                   ;0;9998;Ambos
RURAL-R2                                          ;LILLO                                             ;910;LUGAR;FOLGUERA                                          ;0;9998;Ambos
RURAL-R2                                          ;LILLO                                             ;904;LUGAR;LAMPAYA                                           ;0;9998;Ambos
RURAL-R2                                          ;LILLO                                             ;909;LUGAR;LILLO                                             ;0;9998;Ambos
RURAL-R2                                          ;LILLO                                             ;905;LUGAR;LLANO EL                                          ;0;9998;Ambos
RURAL-R2                                          ;LILLO                                             ;906;LUGAR;ULES                                              ;0;9998;Ambos
RURAL-R2                                          ;LILLO                                             ;907;LUGAR;VILLAMORSEN                                       ;0;9998;Ambos
RURAL-R2                                          ;LIMANES                                           ;1001;LUGAR;BARREROS                                          ;0;9998;Ambos
RURAL-R2                                          ;LIMANES                                           ;1002;LUGAR;CARAVIA                                           ;0;9998;Ambos
RURAL-R2                                          ;LIMANES                                           ;1003;LUGAR;FARO DE ABAJO                                     ;0;9998;Ambos
RURAL-R2                                          ;LIMANES                                           ;1004;LUGAR;FARO DE ARRIBA                                    ;0;9998;Ambos
RURAL-R2                                          ;LIMANES                                           ;1008;LUGAR;MONTE                                             ;0;9998;Ambos
RURAL-R2                                          ;LIMANES                                           ;1005;LUGAR;REBOLLADA                                         ;0;9998;Ambos
RURAL-R2                                          ;LIMANES                                           ;1006;LUGAR;ROCES-LIMANES                                     ;0;9998;Ambos
RURAL-R2                                          ;LIMANES                                           ;1007;LUGAR;VILLAMIANA                                        ;0;9998;Ambos
RURAL-R2                                          ;MANJOYA                                           ;1201;LUGAR;BARREDOS LOS                                      ;0;9998;Ambos
RURAL-R2                                          ;MANJOYA                                           ;1219;CALLE;BOAL                                              ;0;9999;Ambos
RURAL-R2                                          ;MANJOYA                                           ;1216;LUGAR;BOLGACHINA                                        ;0;9998;Ambos
RURAL-R2                                          ;MANJOYA                                           ;1202;LUGAR;CABORNIO-MANJOYA                                  ;0;9998;Ambos
RURAL-R2                                          ;MANJOYA                                           ;1203;LUGAR;CAMPIELLO-MANJOYA                                 ;0;9998;Ambos
RURAL-R2                                          ;MANJOYA                                           ;1204;LUGAR;CASERON EL                                        ;0;9998;Ambos
RURAL-R2                                          ;MANJOYA                                           ;1220;CALLE;CASTROPOL                                         ;0;9999;Ambos
RURAL-R2                                          ;MANJOYA                                           ;1205;LUGAR;CORZOS LOS                                        ;0;9998;Ambos
RURAL-R2                                          ;MANJOYA                                           ;572;CALLE;DERECHOS HUMANOS                                  ;0;9999;Ambos
RURAL-R2                                          ;MANJOYA                                           ;1221;CALLE;FRANCO EL                                         ;0;9999;Ambos
RURAL-R2                                          ;MANJOYA                                           ;1206;LUGAR;FUENTE DEL FORNO                                  ;0;9998;Ambos
RURAL-R2                                          ;MANJOYA                                           ;1207;LUGAR;GRANDA LA-MANJOYA                                 ;0;9998;Ambos
RURAL-R2                                          ;MANJOYA                                           ;575;CALLE;JOSE GARCIA NIETO                                 ;0;9999;Ambos
RURAL-R2                                          ;MANJOYA                                           ;1208;LUGAR;LLAMAOSCURA-MANJOYA                               ;0;9998;Ambos
RURAL-R2                                          ;MANJOYA                                           ;1209;LUGAR;MEDIO EL                                          ;0;9998;Ambos
RURAL-R2                                          ;MANJOYA                                           ;1213;BARRO;MERCED LA                                         ;0;9998;Ambos
RURAL-R2                                          ;MANJOYA                                           ;1215;LUGAR;NEVERA LA                                         ;0;9998;Ambos
RURAL-R2                                          ;MANJOYA                                           ;365;LUGAR;PEREDA LA                                         ;0;9999;Ambos
RURAL-R2                                          ;MANJOYA                                           ;1210;LUGAR;PRIETOS LOS                                       ;0;9998;Ambos
RURAL-R2                                          ;MANJOYA                                           ;1214;AVDA ;RAMON PANDIELLO                                   ;0;9998;Ambos
RURAL-R2                                          ;MANJOYA                                           ;1211;LUGAR;RODADA LA                                         ;0;9998;Ambos
RURAL-R2                                          ;MANJOYA                                           ;1222;CALLE;SAN MARTIN DE OSCOS                               ;0;9999;Ambos
RURAL-R2                                          ;MANJOYA                                           ;1223;CALLE;SAN TIRSO DE ABRES                                ;0;9999;Ambos
RURAL-R2                                          ;MANJOYA                                           ;1212;LUGAR;SAN TORCUATO                                      ;0;9998;Ambos
RURAL-R2                                          ;MANJOYA                                           ;1224;CALLE;SANTA EULALIA DE OSCOS                            ;0;9999;Ambos
RURAL-R2                                          ;MANJOYA                                           ;1225;CALLE;TAPIA DE CASARIEGO                                ;0;9999;Ambos
RURAL-R2                                          ;MANJOYA                                           ;1226;CALLE;TARAMUNDI                                         ;0;9999;Ambos
RURAL-R2                                          ;MANJOYA                                           ;1218;LUGAR;TORAL EL                                          ;0;9998;Ambos
RURAL-R2                                          ;MANJOYA                                           ;1227;CALLE;VEGADEO                                           ;0;9999;Ambos
RURAL-R2                                          ;MANJOYA                                           ;1228;CALLE;VILLANUEVA DE OSCOS                               ;0;9999;Ambos
RURAL-R2                                          ;MANZANEDA                                         ;1301;LUGAR;CODEJAL                                           ;0;9998;Ambos
RURAL-R2                                          ;MANZANEDA                                         ;1305;LUGAR;LLOSA LA-MANZANEDA                                ;0;9998;Ambos
RURAL-R2                                          ;MANZANEDA                                         ;1302;LUGAR;MANZANEDA                                         ;0;9998;Ambos
RURAL-R2                                          ;MANZANEDA                                         ;634;PLAZA;MARINO LEJARRETA                                  ;0;9999;Ambos
RURAL-R2                                          ;MANZANEDA                                         ;4112;PLAZA;NIEVES FERNANDEZ PLANAS                           ;0;9999;Ambos
RURAL-R2                                          ;MANZANEDA                                         ;1303;LUGAR;PICO LA VIÑA                                      ;0;9998;Ambos
RURAL-R2                                          ;MANZANEDA                                         ;1304;LUGAR;SANTA EULALIA                                     ;0;9998;Ambos
RURAL-R2                                          ;NARANCO Monumentos                                ;1405;LUGAR;CASA LICOS                                        ;0;9998;Ambos
RURAL-R2                                          ;NARANCO Monumentos                                ;1401;LUGAR;CASARES-NARANCO                                   ;0;9998;Ambos
RURAL-R2                                          ;NARANCO Monumentos                                ;1402;LUGAR;CONSTANTE                                         ;0;9998;Ambos
RURAL-R2                                          ;NARANCO Monumentos                                ;1406;LUGAR;DESCANSO DEL VAQUERO                              ;0;9998;Ambos
RURAL-R2                                          ;NARANCO Monumentos                                ;1407;LUGAR;NARANCO                                           ;0;9998;Ambos
RURAL-R2                                          ;NARANCO Monumentos                                ;1403;LUGAR;PEÑA EL FUELLE                                    ;0;9998;Ambos
RURAL-R2                                          ;NARANCO Monumentos                                ;1404;LUGAR;PEVIDAL EL                                        ;0;9998;Ambos
RURAL-R2                                          ;NARANCO Monumentos                                ;1408;LUGAR;SANTA MARIA DEL NARANCO                           ;0;9998;Ambos
RURAL-R2                                          ;NARANCO Monumentos                                ;1409;LUGAR;TORRE-NARANCO                                     ;0;9998;Ambos
RURAL-R2                                          ;NAVES                                             ;1501;LUGAR;CABAÑA LA-NAVES                                   ;0;9998;Ambos
RURAL-R2                                          ;NAVES                                             ;1502;LUGAR;CAMPO EL                                          ;0;9998;Ambos
RURAL-R2                                          ;NAVES                                             ;1510;LUGAR;CANTIL                                            ;0;9998;Ambos
RURAL-R2                                          ;NAVES                                             ;1503;LUGAR;CARCABA LA                                        ;0;9998;Ambos
RURAL-R2                                          ;NAVES                                             ;1514;LUGAR;CARUDIA                                           ;0;9998;Ambos
RURAL-R2                                          ;NAVES                                             ;1504;LUGAR;CORTINA                                           ;0;9998;Ambos
RURAL-R2                                          ;NAVES                                             ;1505;LUGAR;GRANDOTA LA                                       ;0;9998;Ambos
RURAL-R2                                          ;NAVES                                             ;1506;LUGAR;LLANA LA-NAVES                                    ;0;9998;Ambos
RURAL-R2                                          ;NAVES                                             ;1507;LUGAR;LLANEZA                                           ;0;9998;Ambos
RURAL-R2                                          ;NAVES                                             ;1508;LUGAR;LLANO DEL RIO                                     ;0;9998;Ambos
RURAL-R2                                          ;NAVES                                             ;1511;LUGAR;LLOSONA-NAVES                                     ;0;9998;Ambos
RURAL-R2                                          ;NAVES                                             ;1509;LUGAR;NAVES                                             ;0;9998;Ambos
RURAL-R2                                          ;NAVES                                             ;1512;LUGAR;VENTUCA                                           ;0;9998;Ambos
RURAL-R2                                          ;NAVES                                             ;1513;LUGAR;VIÑON                                             ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1701;LUGAR;ARMATILLA DE ABAJO                                ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1702;LUGAR;ARMATILLA DE ARRIBA                               ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1703;LUGAR;CABAÑA LA-OLLONIEGO                               ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1740;LUGAR;CANTARILLON                                       ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1739;LUGAR;CANTIQUIN                                         ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1704;LUGAR;CAPILLA LA                                        ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1705;LUGAR;CASARES-OLLONIEGO                                 ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1725;CALLE;CORSINO NAVES LLANEZA                             ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1706;LUGAR;CRUCE EL-OLLONIEGO                                ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1707;LUGAR;CUEVA LA-OLLONIEGO                                ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1737;LUGAR;ESCOBADIELLES DE ABAJO                            ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1738;LUGAR;ESCOBADIELLES DE ARRIBA                           ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1735;BARRO;ESTACION DE LA-OLLONIEGO                          ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1711;LUGAR;FOCARA DE ABAJO                                   ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1743;LUGAR;FOCARA DE ARRIBA                                  ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1731;LUGAR;FUENTE DE ABAJO                                   ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1733;LUGAR;FUENTE DE ARRIBA                                  ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1727;LUGAR;FUMEA                                             ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1710;LUGAR;LABERU                                            ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1736;LUGAR;LAVAYOS                                           ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1712;LUGAR;LLANDELLENA DE ABAJO                              ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1713;LUGAR;LLANDELLENA DE ARRIBA                             ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1730;LUGAR;LLOSA LA-OLLONIEGO                                ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1714;LUGAR;MALPICA-OLLONIEGO                                 ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1742;LUGAR;MIRANDA LA                                        ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1715;LUGAR;MONEGRO                                           ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1716;LUGAR;MORTERA LA                                        ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1741;LUGAR;PADRUN EL                                         ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1718;LUGAR;PITA LA                                           ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1719;LUGAR;PORTAZGO EL                                       ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1728;AVDA ;PRINCIPE DE ASTURIAS                              ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1720;LUGAR;QUINTANAL-OLLONIEGO                               ;1;29;Impar
RURAL-R2                                          ;OLLONIEGO                                         ;1721;LUGAR;SAN FRECHOSO                                      ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1729;LUGAR;SAN PELAYO                                        ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1722;LUGAR;SIENRA                                            ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1723;LUGAR;SOPEÑA-OLLONIEGO                                  ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1732;BARRO;UÑA LA                                            ;0;9998;Ambos
RURAL-R2                                          ;OLLONIEGO                                         ;1724;LUGAR;VENTANIN EL                                       ;0;9998;Ambos
RURAL-R2                                          ;PANDO                                             ;1901;LUGAR;SAN CIPRIANO DE PANDO                             ;0;9998;Ambos
RURAL-R2                                          ;PEREDA                                            ;2001;LUGAR;ATROLLO EL                                        ;0;9998;Ambos
RURAL-R2                                          ;PEREDA                                            ;2002;LUGAR;CAGIGAL                                           ;0;9998;Ambos
RURAL-R2                                          ;PEREDA                                            ;2012;LUGAR;CANTO EL                                          ;0;9998;Ambos
RURAL-R2                                          ;PEREDA                                            ;2013;LUGAR;CARBONERO                                         ;0;9998;Ambos
RURAL-R2                                          ;PEREDA                                            ;2003;LUGAR;CASIELLES-PEREDA                                  ;0;9998;Ambos
RURAL-R2                                          ;PEREDA                                            ;2004;LUGAR;CONDADO EL                                        ;0;9998;Ambos
RURAL-R2                                          ;PEREDA                                            ;2014;LUGAR;CUBA                                              ;0;9998;Ambos
RURAL-R2                                          ;PEREDA                                            ;2006;LUGAR;LLAMAOSCURA-PEREDA                                ;0;9998;Ambos
RURAL-R2                                          ;PEREDA                                            ;2005;LUGAR;LUSIELLA                                          ;0;9998;Ambos
RURAL-R2                                          ;PEREDA                                            ;2007;LUGAR;PEREDA                                            ;0;9998;Ambos
RURAL-R2                                          ;PEREDA                                            ;2008;LUGAR;SAN MIGUEL-PEREDA                                 ;0;9998;Ambos
RURAL-R2                                          ;PEREDA                                            ;2009;LUGAR;SEGADAS LAS                                       ;0;9998;Ambos
RURAL-R2                                          ;PEREDA                                            ;2010;LUGAR;VENTA DEL AIRE                                    ;0;9998;Ambos
RURAL-R2                                          ;PEREDA                                            ;2011;LUGAR;VILLAR-PEREDA                                     ;0;9998;Ambos
RURAL-R2                                          ;SANTIANES                                         ;4007;POLIG;INDUSTRIAL DE OLLONIEGO-TUDELA-ZONA A             ;0;9998;Ambos
RURAL-R2                                          ;SANTIANES                                         ;4008;POLIG;INDUSTRIAL DE OLLONIEGO-TUDELA-ZONA B             ;0;9998;Ambos
RURAL-R2                                          ;SANTIANES                                         ;2601;LUGAR;SANTIANES                                         ;0;9998;Ambos
RURAL-R2                                          ;VILLAPEREZ                                        ;3001;LUGAR;CARRILES LOS                                      ;0;9998;Ambos
RURAL-R2                                          ;VILLAPEREZ                                        ;3002;LUGAR;FOLGUERAS                                         ;0;9998;Ambos
RURAL-R2                                          ;VILLAPEREZ                                        ;3003;LUGAR;LADINES                                           ;0;9999;Ambos
RURAL-R2                                          ;VILLAPEREZ                                        ;3004;LUGAR;LAVIADA                                           ;0;9999;Ambos
RURAL-R2                                          ;VILLAPEREZ                                        ;3005;LUGAR;LUGARIN                                           ;0;9999;Ambos
RURAL-R2                                          ;VILLAPEREZ                                        ;3006;LUGAR;NORA                                              ;0;9999;Ambos
RURAL-R2                                          ;VILLAPEREZ                                        ;3007;LUGAR;PEDRERA LA                                        ;0;9999;Ambos
RURAL-R2                                          ;VILLAPEREZ                                        ;3012;LUGAR;POYANA                                            ;0;9999;Ambos
RURAL-R2                                          ;VILLAPEREZ                                        ;3008;LUGAR;QUINTANA-VILLAPEREZ                               ;0;9999;Ambos
RURAL-R2                                          ;VILLAPEREZ                                        ;3010;LUGAR;TARABICA                                          ;0;9999;Ambos
RURAL-R2                                          ;VILLAPEREZ                                        ;3009;LUGAR;VILLANUEVA                                        ;0;9999;Ambos
RURAL-R2                                          ;VILLAPEREZ                                        ;3011;LUGAR;VILORTEA                                          ;0;9999;Ambos
RURAL-R2                                          ;VILLAPEREZ                                        ;3013;LUGAR;XINICIO                                           ;0;9999;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2535;LUGAR;BARREDO                                           ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2502;LUGAR;BARROSA LA                                        ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2503;LUGAR;BELOVIO                                           ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2532;LUGAR;BOBELA                                            ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2504;LUGAR;CABAÑA LA-SAN CLAUDIO                             ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2536;LUGAR;CAMPOS LOS-COTAYON (SAN CLAUDIO)                  ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2537;LUGAR;CARBAYOS                                          ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2534;TRVA ;CIDA-SAN CLAUDIO                                  ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2505;LUGAR;CIDA-SAN CLAUDIO                                  ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2506;LUGAR;CIMADEVILLA-SAN CLAUDIO                           ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2538;LUGAR;CORNAU                                            ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2507;LUGAR;COTAYON-SAN CLAUDIO                               ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2533;LUGAR;ESPRIELLA                                         ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2510;LUGAR;HERAS LAS                                         ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2554;LUGAR;IBESA LA                                          ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2511;LUGAR;LLAMA LA                                          ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2542;LUGAR;LLORALINA LA                                      ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2513;LUGAR;MAJA LA                                           ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2515;LUGAR;NAVALIEGA                                         ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2516;LUGAR;NIEVARES                                          ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2517;LUGAR;OMEDO                                             ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2518;LUGAR;OTERUELO                                          ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2539;LUGAR;PEDREO                                            ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2540;LUGAR;PLANADERA                                         ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2519;LUGAR;PONTEO-SAN CLAUDIO                                ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2545;CTRA ;PONTEO-SAN CLAUDIO                                ;2;30;Par  
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;652;TRVA ;SAN ROQUE-SAN CLAUDIO                             ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2521;LUGAR;SAN ROQUE-SAN CLAUDIO                             ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2531;CALLE;SAN ROQUE-SAN CLAUDIO                             ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2529;LUGAR;TOROLLO EL                                        ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2522;LUGAR;TORRE LA-SAN CLAUDIO                              ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2523;LUGAR;TRESLLAMAS                                        ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2524;LUGAR;VALLE EL-SAN CLAUDIO                              ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2525;LUGAR;VILLAMAR                                          ;0;9998;Ambos
SAN CLAUDIO-R                                     ;SAN CLAUDIO-Rural                                 ;2526;LUGAR;VILLAVERDE                                        ;0;9998;Ambos
SAN CLAUDIO-U                                     ;SAN CLAUDIO-Urbano                                ;2530;BARRO;CANTULLOSO                                        ;0;9998;Ambos
SAN CLAUDIO-U                                     ;SAN CLAUDIO-Urbano                                ;2508;LUGAR;CRUZ LA                                           ;0;9998;Ambos
SAN CLAUDIO-U                                     ;SAN CLAUDIO-Urbano                                ;2544;CTRA ;ESTACION DE LA-SAN CLAUDIO                        ;0;9998;Ambos
SAN CLAUDIO-U                                     ;SAN CLAUDIO-Urbano                                ;2550;CTRA ;ESTACION DE LA-SAN ROQUE                          ;0;9998;Ambos
SAN CLAUDIO-U                                     ;SAN CLAUDIO-Urbano                                ;2547;CTRA ;FABRICA DE LA                                     ;0;9998;Ambos
SAN CLAUDIO-U                                     ;SAN CLAUDIO-Urbano                                ;2552;CTRA ;GENERAL                                           ;0;9998;Ambos
SAN CLAUDIO-U                                     ;SAN CLAUDIO-Urbano                                ;2509;LUGAR;GRANJA LA                                         ;0;9998;Ambos
SAN CLAUDIO-U                                     ;SAN CLAUDIO-Urbano                                ;649;CALLE;JOAQUIN DE XUNO                                   ;0;9999;Ambos
SAN CLAUDIO-U                                     ;SAN CLAUDIO-Urbano                                ;2512;LUGAR;LLORAL LA                                         ;0;9998;Ambos
SAN CLAUDIO-U                                     ;SAN CLAUDIO-Urbano                                ;2514;LUGAR;MAZAS LAS                                         ;0;9998;Ambos
SAN CLAUDIO-U                                     ;SAN CLAUDIO-Urbano                                ;2553;LUGAR;MOMAYOR                                           ;0;9998;Ambos
SAN CLAUDIO-U                                     ;SAN CLAUDIO-Urbano                                ;2543;CTRA ;OVIEDO                                            ;0;9998;Ambos
SAN CLAUDIO-U                                     ;SAN CLAUDIO-Urbano                                ;2551;TRVA ;PONTEO                                            ;0;9998;Ambos
SAN CLAUDIO-U                                     ;SAN CLAUDIO-Urbano                                ;2548;CTRA ;PONTEO-SAN ROQUE                                  ;1;31;Impar
SAN CLAUDIO-U                                     ;SAN CLAUDIO-Urbano                                ;2555;CALLE;PRUDENCIO FERNANDEZ PELLO                         ;0;9999;Ambos
SAN CLAUDIO-U                                     ;SAN CLAUDIO-Urbano                                ;2546;BARRO;RIVERO                                            ;0;9998;Ambos
SAN CLAUDIO-U                                     ;SAN CLAUDIO-Urbano                                ;2549;CALLE;SAN ROQUE-SAN ROQUE                               ;0;9998;Ambos
SAN CLAUDIO-U                                     ;SAN CLAUDIO-Urbano                                ;2556;CALLE;SOR BLANCA ARGOTE                                 ;0;9999;Ambos
SAN CLAUDIO-U                                     ;SAN CLAUDIO-Urbano                                ;2528;BARRO;VALLINA DE LA                                     ;0;9998;Ambos
SAN CLAUDIO-U                                     ;SAN CLAUDIO-Urbano                                ;2541;CMNO ;VILLAMAR DE                                       ;0;9998;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;40;CALLE;ARTURO ALVAREZ-BUYLLA                             ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;60;ALTO ;BUENAVISTA                                        ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;59;AVDA ;BUENAVISTA DE                                     ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;534;LUGAR;BUENAVISTA OLIVARES                               ;1;9999;Impar
SUROESTE                                          ;BUENAVISTA                                        ;70;CALLE;BURRIANA                                          ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;606;LUGAR;CANTERAS DEL PICAYON                              ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;92;PSAJE;CASTAÑOS DE LOS                                   ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;95;CALLE;CATEDRATICO ADOLFO ALVAREZ-BUYLLA                 ;1;13;Impar
SUROESTE                                          ;BUENAVISTA                                        ;95;CALLE;CATEDRATICO ADOLFO ALVAREZ-BUYLLA                 ;2;10;Par  
SUROESTE                                          ;BUENAVISTA                                        ;96;CALLE;CATEDRATICO FRANCISCO BECEÑA                      ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;98;CALLE;CATEDRATICO JOSE MARIA SERRANO                    ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;100;CALLE;CATEDRATICO RODRIGO URIA                          ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;104;CALLE;CELESTINO VILLAMIL                                ;1;9999;Impar
SUROESTE                                          ;BUENAVISTA                                        ;104;CALLE;CELESTINO VILLAMIL                                ;2;6;Par  
SUROESTE                                          ;BUENAVISTA                                        ;105;PSAJE;CEREZOS DE LOS                                    ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;109;CALLE;CIRIACO MIGUEL VIGIL                              ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;633;PQUE ;CLARIN                                            ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;126;CALLE;CORUÑA LA                                         ;0;9998;Par  
SUROESTE                                          ;BUENAVISTA                                        ;583;CALLE;DOCTOR JOAQUIN GARCIA MORAN                       ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;665;CALLE;DOCTOR VICENTE VALLINA                            ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;147;CALLE;"EDUARDO HERRERA ""HERRERITA""                       ";0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;288;CALLE;FLORA TRISTAN                                     ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;189;CALLE;FUERTES ACEVEDO                                   ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;190;AVDA ;GALICIA DE                                        ;29;9999;Impar
SUROESTE                                          ;BUENAVISTA                                        ;207;CALLE;GUILLERMO ESTRADA                                 ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;211;AVDA ;HERMANOS MENENDEZ PIDAL                           ;1;9999;Impar
SUROESTE                                          ;BUENAVISTA                                        ;224;CALLE;JABALI                                            ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;772;CALLE;JOSE MIGUEL CASO GONZALEZ                         ;0;9999;Ambos
